,sentence,label,split
4331,experience jquery javascript,1,train
4332,work laravel framework,1,train
4333,build sale management website,0,train
4334,main function manage order customer product product category inventory,0,train
4335,responsibility database analysis design,1,train
4336,gain experience php programming,1,train
4337,combine html css javascript effectively,1,train
4338,good teamwork ability,1,train
4339,apply nodejs backend developer position,1,train
4340,energetic software engineer 3 year experience develop code school increase code efficiency,1,train
4341,hotel management application,1,train
4342,programming c,1,train
4343,build api,1,train
4344,improve teamwork skill,1,train
4345,design mockup prototype,1,train
4346,system base lorawan technology,1,train
4347,programming nodejs,1,train
4348,creative robot contest high,0,train
4349,positive member,0,train
4350,bkmaker science research club,0,train
4351,python,1,train
4352,html5 css,1,train
4353,toeic 600 english certificate achievement,1,train
4354,database mongodb sql,1,train
4355,good knowlegde technology,1,train
4356,responsibility able work pressure,0,train
4357,able communicate proficiently strong problem solve time management skill,1,train
4358,information technology college,1,train
4359,accessory management,0,train
4360,write daily monthly report,1,train
4361,find report bug jira clear,1,train
4362,write testcase,1,train
4363,report daily task,0,train
4364,handle technical workshop,1,train
4365,find 70 bug month work,0,train
4366,positively evaluate management,0,train
4367,achieve management objective,0,train
4368,tool gameloft company,1,train
4369,private tool,0,train
4370,gain knowledge exchange experience colleague,0,train
4371,convert design client html css js,1,train
4372,develop maintain api backend nodejs laravel php,1,train
4373,design develop database mongodb mysql,1,train
4374,develop project frontend reactjs write test,1,train
4375,deploy php project filezilla nodejs,1,train
4376,datum redux create api backend integrate google,1,train
4377,mystorage solution storagefrom korean client laravel,0,train
4378,update ui develop new api,0,train
4379,document maken management online document,1,train
4380,laravelreactjs task ui excel import api,1,train
4381,social gigzoo book singer project react nodejs ui,1,train
4382,write test chat,1,train
4383,enlight21 comunity website fill news php mvc,1,train
4384,job seeker build site php design database login,1,train
4385,lead training team design develop nodejs,1,train
4386,photoshop skill,1,train
4387,experience html jquery,1,train
4388,experience backend nodejs express,1,train
4389,socketio php laravel,1,train
4390,experience frontend reactjs ui,1,train
4391,redux react context api state management,1,train
4392,experience cloud service heroku aws s3,1,train
4393,experience git github bitbucket gitlab,1,train
4394,experience sql nonsql database,1,train
4395,passionate devop interested write,1,train
4396,da nang university information technology college,1,train
4397,php wordpress application ecommerce site,1,train
4398,html css js jquery bootstrap,1,train
4399,aspire passionate student study hard,0,train
4400,learn add new technology passion,0,train
4401,aspiration programmer try achieve,0,train
4402,html css javascript 8/10 semester point,1,train
4403,java core jee java spring 9/10 point,1,train
4404,semester php semester real project,1,train
4405,student management java servlet,1,train
4406,website online sell java spring hibernate,1,train
4407,center infomation technology,1,train
4408,certificate design end excellent type,1,train
4409,2 hamaben web application japanese client people university order,0,train
4410,c c javascript advance,1,train
4411,supervisor programmer da nang manage 1 9 employer team make plan,0,train
4412,focus main task project work directly producer manager,0,train
4413,java c advance,1,train
4414,senior programmer support newbie 1 3 employer team care main task project,1,train
4415,junior programmer learn game development technology implement simple task,1,train
4416,da nang information technology university,1,train
4417,intern php,0,train
4418,student contribution management,1,train
4419,jquery ajax,0,train
4420,improve experience knowledge,1,train
4421,want work professional dynamic creative competitive,0,train
4422,environment learn new technology,0,train
4423,want experience real project intensive experience,0,train
4424,use skill good possible way achieve company,0,train
4425,enthusiasm youth passion hardworking believe,0,train
4426,write report read document speak,1,train
4427,technique write test case equivalence partition boundary,1,train
4428,database ms sql server 2018 test api tool postman,1,train
4429,test management tool log bug redmine trello excel,1,train
4430,test tool postman jmeter,1,train
4431,programming c java,1,train
4432,1year experience work major,1,train
4433,1year experience work datum entry job,1,train
4434,05/2019 1 year experience manual test,1,train
4435,techchain software company,0,train
4436,project description design software,0,train
4437,business owner help manage order,0,train
4438,write design test case test script test,1,train
4439,plan,1,train
4440,find track bug report bug,1,train
4441,test result report test leader,1,train
4442,project hotel book software,0,train
4443,write test case test plan,1,train
4444,choice safe reliable premium,0,train
4445,quality ondemand car care uae,0,train
4446,wash technology customer dubai,0,train
4447,plan test case test report,1,train
4448,work closely development team,0,train
4449,report bug,1,train
4450,manage analyze track test result,1,train
4451,report result evaluate product quality,1,train
4452,happy dynamic creative desire progress,0,train
4453,interest read book listen music travel go,0,train
4454,honor awardshonor awardspart time edge aiproject voice assistant embed device usingcnn stm32part time edge aiproject voice assistant embed device usingcnn stm32august 2020 march 2021august 2020 march 2021tapit companytapit companyidentification techniquesproject image classification annidentification techniquesproject image classification annoctober 2020 december 2020october 2020 december 2020danang university technologydanang university technologyintern aiproject keyword spot cnnintern aiproject keyword spot cnnjune 2020 august 2020june 2020 august 2020tapit companytapit companyeducationeducationtran duy dientran duy dien07698869140769886914duydien17031999@mailcomduydien17031999@mailcomhttps//githubcom internai internskillsskillstensorflowkerasopencvcnnaudio processingimage processingembeddedgittensorflowkerasopencvcnnaudio processingimage processingembeddedgitlanguagelanguagepythonc meabout meim extrovert fun sociable havingknowledge think algorithm andwante develop eld ofarticial intelligenceget experience practical project todevelop strive expert inthe eld pursueworke dynamic professionalenvironment wishim extrovert fun sociable havingknowledge think algorithm andwante develop eld ofarticial intelligenceget experience practical project todevelop strive expert inthe eld pursueworke dynamic professionalenvironment wishwork experiencework experiencemajor electronic telecommunicationspeciality computer engineeringgpa 30/40major electronic telecommunicationspeciality computer engineeringgpa 30/402017 present2017 presentdanang university technologydanang university technologycertificate scientific research 2020cretificate completion training ai smart citycertificate scientific research 2020cretificate completion training ai smart city,0,train
4455,especially development application aim affirm contribute,0,train
4456,knowledge skill experience promote career software developer,0,train
4457,language java javascript sql c jsp html,1,train
4458,database oracle sql server mysql postgresql,1,train
4459,software visual studio code eclipse netbeans,1,train
4460,graduate university information technology duy tan university 2010,1,train
4461,java developer 07/2015 present,1,train
4462,work position java developer project develop product,1,train
4463,use java technology develop web application client server environment add,1,train
4464,develop java application spring hibernate liferay portal j2ee,1,train
4465,involve accurately provide estimate development time,0,train
4466,research new technology apply product development,1,train
4467,write technical document new technology research contribute,1,train
4468,help support newcomer fresher acquaint new work,0,train
4469,api restful api,1,train
4470,management inspection citizen reception complaint,0,train
4471,java react js,1,train
4472,develop website hair care service woman color,0,train
4473,website change woman color discover book,0,train
4474,develop website map use gis gather manage,0,train
4475,backend responsible manage gis datum road line,0,train
4476,frontend responsible road line retrieve,0,train
4477,gis datum api responsible public url,0,train
4478,java javascript,1,train
4479,develop system management document quang,0,train
4480,government officer system focus,0,train
4481,administrative sociopoliticalprofessional organization,1,train
4482,strength system use digital signature software,0,train
4483,java net react js,1,train
4484,rdbms oracle sql,1,train
4485,member java team,0,train
4486,develop system management document da nang,0,train
4487,feature edit document splitting word file,1,train
4488,java internship,0,train
4489,project puzzle game java android hotel management java swing,1,train
4490,hotel book site php app chat lan java swing multithread app,1,train
4491,comic reader c,0,train
4492,initially join company trainee time learn software,0,train
4493,development stage design code test team work,1,train
4494,project pawnshop management site,0,train
4495,key responsibility,0,train
4496,implement development stage requirement analysis design erd,0,train
4497,main technology strut 1 java 8 mssql javascript jquery html,1,train
4498,project daily report device management,1,train
4499,tool management project department company,0,train
4500,implement development stage requirement analysis detail design basic,0,train
4501,main technology r2 framework apache solr oracle db javascript,1,train
4502,jquery html bootstrap,1,train
4503,participate actively complete software development lifecycle,0,train
4504,include performance analysis design development test,1,train
4505,main technology r2 framework oracle db,1,train
4506,java programmer 3 year,1,train
4507,experience facet j2ee application,0,train
4508,design development test support,0,train
4509,experience business analysis system,1,train
4510,wide experience design development,1,train
4511,maintenance web application,1,train
4512,banking finance,0,train
4513,manufacturing domain experience,1,train
4514,ability research quickly work,0,train
4515,english fluent read write,1,train
4516,proficient j2ee javascript jquery html,1,train
4517,database oracle mssql mysql,1,train
4518,tool git svn maven gradle junit docker,1,train
4519,ide eclipse intellij visual studio code,1,train
4520,build source code research function select technical create,0,train
4521,main technology spring boot restful api jpa mybatis,1,train
4522,javascript jquery,1,train
4523,build source code database research function select technical,0,train
4524,project bid management,0,train
4525,bid management system member company,0,train
4526,javascript jquery html bootstrap,1,train
4527,work management project skycom,1,train
4528,position web developer,0,train
4529,main technology spring mvc restful api mybatis,1,train
4530,microservice mysql html bootstrap,1,train
4531,analyze api old system implement,0,train
4532,research implement draw electric diagram,0,train
4533,main technology spring boot restful api mybatis,1,train
4534,mysql javascript html bootstrap,1,train
4535,phase 1 upgrade record management system,0,train
4536,communication network use,1,train
4537,mssql oracle db javascript jquery html,1,train
4538,system manage product manufacturing,0,train
4539,mysql javascript jquery html bootstrap,1,train
4540,build source code research function select,0,train
4541,technical create common function team,0,train
4542,main technology spring boot restful api,1,train
4543,jpa mybatis javascript jquery,1,train
4544,php intern,1,train
4545,share resource management system,0,train
4546,hardworking individual strong,0,train
4547,tool visual studio code,1,train
4548,build form html css,1,train
4549,student management system,0,train
4550,build simple website php html mysql,1,train
4551,1bhselearne platform event management interaction,0,train
4552,2 omz sell platform handle sell track ebay api gearment,0,train
4553,highly responsible person,0,train
4554,listen everyone opinion ready,1,train
4555,experience upgrade expertise,0,train
4556,web project html css javascript,1,train
4557,teddy bear shop management,0,train
4558,object orient programming project,1,train
4559,internet service system management,1,train
4560,build change password function,0,train
4561,dormitory management,0,train
4562,build query table dorm management,0,train
4563,build algorithm,1,train
4564,build student management function,0,train
4565,major web developer,0,train
4566,web developer frontend,0,train
4567,involve build schoolx project key member team,0,train
4568,experience technology reactjs typescript apolloclient redux,1,train
4569,participate fundraising volunteer activity,0,train
4570,learn technology technique learn work real,0,train
4571,skill experience,0,train
4572,technology work,0,train
4573,senior web developer,0,train
4574,da nang university medical technology pharmacy sep 2015,1,train
4575,write simple sql statement html css javascript,1,test
4576,write simple statenment java,1,test
4577,use redmine test management tool,1,test
4578,review software requirement prepare test script,0,train
4579,create checklist test case accord software requirement,0,train
4580,perform api test postman,1,test
4581,create manage bug ticket jira,1,test
4582,mysql sql,1,test
4583,laravel framework oop mvc,1,test
4584,html css js jquery ajax,1,test
4585,teamwork skill,1,test
4586,1 ecommerce website use laravel framework,1,test
4587,2 ecommerce website use pure php oop,1,test
4588,admin manage member create category product slider view confirm cancel order,0,train
4589,3 website checkin use laravel framework,1,test
4590,api checkin,1,test
4591,api login,1,test
4592,api overtime add overtime update list,0,train
4593,api offline add offline update list search month,0,train
4594,api uploadimage,0,train
4595,api newsadd newslist news,0,train
4596,4 website beststaff use laravel framework,1,test
4597,api register,0,train
4598,api companyadd company company,0,train
4599,5 website quanlykhoahoc use laravel framework,1,test
4600,write api system,1,test
4601,link web https//quanlikhoahocherokuappcom,0,train
4602,play soccer badminton listen music,0,train
4603,java fresher,0,train
4604,believe company hard work direction company help achieve aim 2,0,train
4605,java certificate,1,test
4606,microsoft technology academy,1,test
4607,java core html css javascript mysql git spring mvc,1,test
4608,hybrid technology software company,1,test
4609,program website support hr manage employee cvs,0,train
4610,technology spring boot vuejs mysql gitlab postman,1,test
4611,understand software development process,1,test
4612,increase presentation teamwork,1,test
4613,inventory management software,0,train
4614,website manage sell key upgrade,0,train
4615,inventory management software beverage distributor,0,train
4616,technology java swing,1,test
4617,user use spotify app listen music app,0,train
4618,user automatically upgrade easily technology jsp,0,train
4619,servlet html css bootstrap 4 javascript spring mvc mysql,1,test
4620,arrange plan,1,test
4621,developer certification java microsoft dn academy,0,train
4622,internship hybrid technology software company,1,test
4623,honest straightforward,0,train
4624,gentle friendly,0,train
4625,good communication,1,test
4626,help desk work danang,0,train
4627,training organization,0,train
4628,da nang software central da nang university,1,test
4629,4 experience,0,train
4630,briefly description previous job information phone number leader previous organization,0,train
4631,computer installation repair network installation management maintenance,0,train
4632,network management,1,test
4633,7 year experience work window server 2000/2003/2008 window xp window 7 domain,1,test
4634,controller active directory isa2004 mail server hyper v ftp server web server,1,test
4635,experience deployment operator system virtual microsoft,1,test
4636,management operator system software operacontrol hotel sun vision account cadenahr,0,train
4637,control system lan wan fiber optic network company pabx system camera system extend erp,0,train
4638,monitor internet connection detect solve problem make report connection speed,0,train
4639,set pc hardware software connectivity end user,1,test
4640,provide technical support troubleshoot include limit software update security,0,train
4641,maintain upgrade pc hardware software connectivity device,1,test
4642,report build plan manager,1,test
4643,plan,1,test
4644,commit presentation totally truth bear responsibility prove,0,train
4645,compile analyze report financial datum,1,test
4646,create periodic report balance sheet profit loss statement,1,test
4647,sale management software bcmdh vba userform pivot table excel trial period 1,0,train
4648,residential management software quanlydancu vba userform excel free,0,train
4649,flower nursery plant care tree,0,train
4650,university computer software engineer,0,train
4651,mission create skillful information technology engineer meet global industry standard,0,train
4652,way strongly believe have strong passion information technology able,0,train
4653,software engineer method funix cooperate enterprise organization,0,train
4654,java programming z,1,test
4655,danang university medical technology pharmacy,1,test
4656,datum analysis visual basic application vba report analysis microsoft excel microsoft,1,test
4657,power query microsoft power bi uipath java wordpress html,1,test
4658,high teamwork spirit eager learn share,1,test
4659,2 year professional backend programmer java,1,test
4660,programming language java 8 javascript es6 typescript version 397,1,test
4661,boot spring resful spring session spring web service thymeleaf jstl jsp,1,test
4662,angular 9 bootstrap 4,1,test
4663,programming tool,1,test
4664,object orient programming oop,1,test
4665,employee management add new employee modify employee,0,train
4666,service management add new service modify service delete,0,train
4667,customer management add new customer modify customer delete,0,train
4668,additional service management add new additional service,0,train
4669,backend spring framework spring datum spring web service,1,test
4670,spring boot mysql workbench 80ce firebase upload image,1,test
4671,spring boot write apis web service datum,1,test
4672,build ui main screen management screen,0,train
4673,2 manage car insurance project,1,test
4674,project 16 person divide 4 team team write,1,test
4675,distributor management function payment method,0,train
4676,create design detail write usecase diagram pseudocode,0,train
4677,3 date website management project,1,test
4678,javascript typescript bootstrap 4 css3 html5 angular8 java8 spring,1,test
4679,boot spring resful mysql workbench 80ce trello,1,test
4680,function profile manage list post status image,0,train
4681,patient spring boot write apis web service datum,0,train
4682,bind datum view build ui main screen management,0,train
4683,boot spring resful mysql workbench 80ce scrum trello,1,test
4684,frontend html,1,test
4685,css javascript,1,test
4686,web project hotel management,0,train
4687,technology html css javascript,1,test
4688,oop project cosmetic management,1,test
4689,technology netbeans drawio word,1,test
4690,database project supermarket management,0,train
4691,technology mysql workbench,1,test
4692,organization use talent,0,train
4693,2 year experience different software app web app,1,test
4694,experience work different role qc ba,1,test
4695,experience write guideline,1,test
4696,experience api test,1,test
4697,dung co banweb app software nhan ho khauweb app,0,train
4698,cpc eofficeweb app mobile app software,0,train
4699,support ba write functional specification,0,train
4700,create test plan test designtest case test report,1,test
4701,estimate prioritize plan coordinate test activity,0,train
4702,write guideline support client,1,test
4703,write functional specification,1,test
4704,execute test ui api,1,test
4705,dut university danang university science technology,1,test
4706,3rd year da nang university science technology,1,test
4707,programming familiar python java c javascript html,1,test
4708,framework librariesl familiar web programming reactjs nodejs,1,test
4709,database sql mysql firebase,1,test
4710,tool gittrello,1,test
4711,management app,0,train
4712,java phpcss,1,test
4713,trello web,1,test
4714,year student danang university science technology major information technology,1,test
4715,experience work java mysql javascript technical proficiency include demonstrate expertise,1,test
4716,web architecture knowledge html ability work pressure meet deadline project,0,train
4717,programming language include html css javascript java,1,test
4718,danang university science technology lien chieu district da nang city,1,test
4719,engineer information technology,0,train
4720,practice teamwork skill,1,test
4721,learn c c java,1,test
4722,enjoy listen music,0,train
4723,responsible backend,0,train
4724,development nodejs,1,test
4725,classroom management,0,train
4726,develop basic management,0,train
4727,technology servlet jsp,1,test
4728,database sql server,1,test
4729,javascript java,1,test
4730,mongodb sql server,1,test
4731,frontend development intern,0,train
4732,intointereste online application hope great experience form career path want,0,train
4733,layout design base template,0,train
4734,main responsibility layout design base templateget api,0,train
4735,developer team 5 build web application,0,train
4736,html css js reactjs angular typescript,1,test
4737,sql server mysql design analysis database firebase,1,test
4738,graduate college information technology,1,test
4739,work position java developer project develop productand,1,test
4740,solution government contribute viet nam egovernmentuse java technology,0,train
4741,develop web application client server environment addfunctionalitie exist application,1,test
4742,develop java application spring hibernate,1,test
4743,java sql html,1,test
4744,mysql mariadb sql server mongodb,1,test
4745,database mariadb mongodb elasticsearch,1,test
4746,specialize database quang nam relic heritage management co du lieu chuyen nganh,0,train
4747,html css javascript bootstrap jquery ajax angular javacore javaweb spring mvc spring,1,test
4748,boot mysql,1,test
4749,hope work environment help practice programming skill learn,0,train
4750,language technology create product meet productivity quality,0,train
4751,2 year want good programmer lot experience solve,1,test
4752,employee management add new employee modify employee delete employee,0,train
4753,service management add new service modify service delete service,0,train
4754,customer management add new customer modify customer delete customer,0,train
4755,additional service management add new additional service modify additional service delete additional,0,train
4756,participate technology seminar,0,train
4757,learn technology programming,0,train
4758,spring boot write apis web service datum backend frontend jdbc,1,test
4759,backend spring framework spring datum spring boot mysql,1,test
4760,frontend html5 css3 bootstrap 4,1,test
4761,insurance registration screen enter insurance information base insurance type fill,0,train
4762,study project requirement create prototype database detail design blackbox tc code review,0,train
4763,update test case perform test case fix bug check quality,0,train
4764,junior php,1,test
4765,work web,0,train
4766,developer 15 year experience,1,test
4767,phplaravel javascript jquery html,1,test
4768,css vue js,1,test
4769,post telecommunication institute technology,1,test
4770,website builder manage premium video,0,train
4771,deha software,0,train
4772,build website manage trainee deha academy technology,0,train
4773,php framework laravel html css js,1,test
4774,write api food delivery app,1,test
4775,work project name kyujin management system,1,test
4776,manage chain bar japan write php laravel,1,test
4777,ios staff post comment,1,test
4778,intern web chaino solution ha noi,0,train
4779,position intern php,1,test
4780,train project involve technology,0,train
4781,develop web product write apis application,0,train
4782,1 end html css javascript jquery vuejs,1,test
4783,2 backend php laravel java c c,1,test
4784,3 database mysql,1,test
4785,aim senior developer technical leader 1 2 year,1,test
4786,advantage skill experience contribute develop bring value company,0,train
4787,web design,1,test
4788,web developer internship,1,test
4789,hospital management software,1,test
4790,skill php wordpress html css mysql,1,test
4791,technology php laravel javascript jquery html css,1,test
4792,bootstrap sql sever,1,test
4793,interface function project api,0,train
4794,skill php laravel html css jquery sql sever,1,test
4795,skill php laravel html css bootstrap jquery sql sever,1,test
4796,upgrade maintain optimize function fix old run project,1,test
4797,flydino technology,1,test
4798,technology php laravel javascript jquery bootstrap html,1,test
4799,css sql sever mysql docker aws git,1,test
4800,position build backend system code api frontend,1,test
4801,skill php laravel bootstrap html css jquery mysql,1,test
4802,position design database build ui backend system write,0,train
4803,skill php laravelbootstrap html css jquery mysql,1,test
4804,udemy master magento 2 online,1,test
4805,passionate code create useful software student,0,train
4806,project 3 web sale,1,test
4807,design website create responsive ui,1,test
4808,build website header home skill work contact footer html,1,test
4809,code style website use javascript establish scroll reveal animation,1,test
4810,experience gain improve knowledge html css javascript,1,test
4811,experience gain improve knowledge react hook,1,test
4812,write website frontend html css server nodejs,1,test
4813,use expressjs framework backend provide simple api frontend,1,test
4814,database save mysql,0,train
4815,experience gain improve knowledge nodejs mysql html css javascript,1,test
4816,html css js,1,test
4817,basic communication,0,train
4818,reactjs expressjs,1,test
4819,regularly participate volunteer activity social service,0,train
4820,javascript project jan 2021,1,test
4821,develop interactive site interface user,0,train
4822,develop customer information management,0,train
4823,library management system,0,train
4824,develop book information management feature,0,train
4825,development activity nov 2020,0,train
4826,community participate environmental,0,train
4827,management protection,0,train
4828,php reactjs javascript,1,test
4829,javascript project,1,test
4830,send mail payment php mailer,1,test
4831,form book html,1,test
4832,dorm management,1,test
4833,c java,1,test
4834,search research,0,train
4835,write content,1,test
4836,implement feature demo application java angular,1,test
4837,want work company give chance prove ability help company,0,train
4838,way possible hope company standard goal rise help,0,train
4839,improve java angular knowledge,0,train
4840,improve code teamwork skill,0,train
4841,work agile software development environment utilize scrum process,1,test
4842,description hebs project aim manage product information,0,train
4843,technology spring angularjs spring batch jenkin oracle,1,test
4844,responsibility collect feedback user improve system rewrite function,1,test
4845,technology react native sql server aspnet core azure azure cosmos,1,test
4846,responsibility design ui write code ui design database deploy net app,1,test
4847,technology spring mvc angular mysql azure,1,test
4848,responsibility design ui database write workow write code,1,test
4849,technology exploration 09/2017 present,0,train
4850,patient management site site use spring learn understand information store,0,train
4851,shop site crud site implement language learn new technology php,0,train
4852,vehicle registration database database learn tsql advanced concept sql,0,train
4853,major information technology vietnamkorea university infomation,1,test
4854,communication technology,0,train
4855,vietnamkorea university infomation communication technology,1,test
4856,learn software test,0,train
4857,web frontend intern,0,train
4858,participate sport,0,train
4859,programming language c java,1,test
4860,database basic mysql,1,test
4861,web design html css javascript,1,test
4862,web project social network site,1,test
4863,html css javascript create profile login,1,test
4864,oop project school management,0,train
4865,write function include login employee,0,train
4866,information employee task management,0,train
4867,write entire program,0,train
4868,specialization bachelor information technology,1,test
4869,specialize java web axon active da nang,1,test
4870,knowledge hibernate java,1,test
4871,work experience year parttime freelance developer,1,test
4872,dev api,1,test
4873,database development,1,test
4874,management experience,1,test
4875,recognize handwritten digit knn algorithm,1,test
4876,wish apply fresher java job,0,train
4877,english basic communication b1,1,test
4878,want try experience process work professionally company,0,train
4879,professional knowledge professional ethic enhance experience,0,train
4880,managingstudent report article,0,train
4881,10/2020 object orient programming,1,test
4882,11/2020 phone management,0,train
4883,create function employ manage,0,train
4884,11/2020 clothing tear management,0,train
4885,6 year programing experience,1,test
4886,aspnet web form aspnet mvc aspnet restful api,1,test
4887,reacjs nodejs redux,1,test
4888,html css materialize bootstrap javascript jquery ajax,1,test
4889,ms sql server mysql postgre sql,1,test
4890,source code management git,1,test
4891,good work attitude strong teamwork spirit,1,test
4892,high sense responsibility,0,train
4893,graduate da nang university technology 2013,1,test
4894,energy management,0,train
4895,develop system mitsubishi company system manage energy,0,train
4896,create plan,1,test
4897,jul 2014 oct 2017 fpt software,0,train
4898,net aspnet api restful ms sql server html css javascript,1,test
4899,bootstrap postgre sql ssis,1,test
4900,reactjs nodejs mysql socketio redux,1,test
4901,net wcf entity framework linq ms sql server html css,1,test
4902,net ms sql server,1,test
4903,html css javascript jquery ajax,1,test
4904,migration system jtb system travel web,0,train
4905,develop core system manage contract bank united state,0,train
4906,daily report pmo sm,0,train
4907,create mock api,1,test
4908,create middle tier convert datum real api frontend,1,test
4909,reactjs html css,1,test
4910,apply java developer,0,train
4911,management 4 year work service industry feel industry,1,test
4912,fit decice change software developer,0,train
4913,software industry grow rapidly necessary industry,0,train
4914,programing course iviettech center programing c course,0,train
4915,help basic programing think knowledge datum structure,0,train
4916,take java fullstack course pretty good result subject,0,train
4917,html css java core java spring jsp servlet,1,test
4918,recently complete java fullstack course website,1,test
4919,believe skill experience solid foundation way,0,train
4920,desire satisfy enthusiast java programmer,0,train
4921,create web page function nice,0,train
4922,gain handson development service company,0,train
4923,learn experience new knowledge,0,train
4924,major hospitality restaurant management,0,train
4925,certificate professional programming course java az,1,test
4926,listen skill good learn web work exprience,0,train
4927,speak skill good learn web work exprience,0,train
4928,write skill acceptable,0,train
4929,presentation skill,1,test
4930,office communication skill,1,test
4931,project hotel management system,0,train
4932,guest manage hotel system admin,0,train
4933,ide apache netbean ide 120,0,train
4934,promotion room type manage account,0,train
4935,experience template html css bootstrap,1,test
4936,experience javascript ajax,1,test
4937,time manage document search skill,1,test
4938,project build crud web application jsp servlet,1,test
4939,programming language java,1,test
4940,description crud web application manage book bookstore,0,train
4941,interface html css,1,test
4942,programming language java az,1,test
4943,web technology jsp spring framework servlet jsf,1,test
4944,web server tomcat 80 xampp,1,test
4945,ide intellij idea netbeans 8 eclipse ide,1,test
4946,have year experience develop web enterprise,1,test
4947,application java/ javaee technology,1,test
4948,experience java web technology jsp servlet jdbc,1,test
4949,experience javaee technology jpa ejb jsp bootstrap,1,test
4950,experience mysql,1,test
4951,experience html 5 css 3 javascript ajax,1,test
4952,experience netbeans ide intellij idea eclipse ide,1,test
4953,knowledge web service,1,test
4954,le duc anh senior java developer axon active danang,1,test
4955,development application aim affirm contribute knowledge skill experience,0,train
4956,promote career software developer job objective year,0,train
4957,graduate university information technology duy tan university,1,test
4958,java sql html nodejs basic reactjs basic,1,test
4959,oracle mysql mariadb mongodb elasticsearch,1,test
4960,develop system manage document quang nam provincial people,0,train
4961,government officer system focus detect acceleration,0,train
4962,administrative sociopoliticalprofessional organization strength system,0,train
4963,use digital signature software sign send track document instead,0,train
4964,framework spring hibernate restful api,1,test
4965,creative person,0,train
4966,good problemsolve,1,test
4967,skill make innovative,0,train
4968,flexible efficent,0,train
4969,technical python c java,1,test
4970,javascript html css,1,test
4971,software microsoft office package,0,train
4972,python fundamental codelearnio fpt,1,test
4973,description system help bank predict potential customer,0,train
4974,responsibility research algorithm build model code write report,0,train
4975,technology python machine learn algorithm sql server,1,test
4976,description website help user buy sport equipment,0,train
4977,responsibility build database code test,0,train
4978,technology aspnet sql server,1,test
4979,c javascript typescript python r java html x86 assembly,1,test
4980,nodejs express jquery mongodb react angular github bitbucket sourcetree,1,test
4981,sql graphql,1,test
4982,strong analytical problem solve skill able quickly identify underlie issue,0,train
4983,effective communication teamwork skill understand strength weakness,1,test
4984,strong debug test skill able analyze complex system detect bug,1,test
4985,technical project,0,train
4986,angular create covid19 tracker web app allow covid19 infect,0,train
4987,implement covid19 map google map api allow user view,0,train
4988,implement fully work compiler decaf programming c,0,train
4989,implement semantic check report syntax semantic error decaf,0,train
4990,create online hangman game interface html css familiar,1,test
4991,technical project continue,0,train
4992,implement assembler help chip8 hobbyist create game,0,train
4993,inventory management,0,train
4994,implement web application manage inventory online store mongodb,0,train
4995,write ui component react library learn web development technology,0,train
4996,implement javascript solution datum structure algorithm problem,1,test
4997,write unit test solution mocha test framework familiarize,1,test
4998,listen customer feedback communicate head chef improve customer,0,train
4999,volunteer experience,0,train
5000,help organize group 25 crew member participate make christmas gift,1,test
5001,php internship,0,train
5002,have good proficiency php framework laravel programming language apply practical,1,test
5003,goal 1 year professional php programmer,1,test
5004,vietnam korea university information communication technology,1,test
5005,subject information technology engineer,0,train
5006,research new technic,0,train
5007,knowledge experience,0,train
5008,experience frontendhtml,1,test
5009,have good grasp php mysql,1,test
5010,good research,1,test
5011,framework laravel,1,test
5012,have experience git,1,train
5013,php web development laravel codeigneiter,1,train
5014,software development centreuniversity da nang,1,train
5015,position php programmer,1,train
5016,php programming laravel framework,1,train
5017,basic php,1,train
5018,web end developer intern,1,train
5019,student management,0,train
5020,school management,0,train
5021,internship java,0,train
5022,learn basic java,1,train
5023,major pharmacy careful love finish software,0,train
5024,product decide pursue software test career decide,0,train
5025,software test course iviettech course study,0,train
5026,gain lot knowledge experience software test,1,train
5027,interested tester position company research know,0,train
5028,work environment professional friendly people socialize,0,train
5029,experience major dedicate,0,train
5030,knowledge company enthusiasm youth passion hard,0,train
5031,experience hardworking company,0,train
5032,center major software test manual automation test,0,train
5033,knowledge selenium web java junit,1,train
5034,experience intellij idea,1,train
5035,experience chropath tool,1,train
5036,knowledge software development life cycle,1,train
5037,knowledge software test life cycle,1,train
5038,defect management,0,train
5039,design test case execute test case analyze bug log bug write,1,train
5040,test report test web application,0,train
5041,design test plan test case work plan,1,train
5042,find bug track bug,1,train
5043,work trello tool,1,train
5044,technical test manual test automation test,1,train
5045,july 2019 today fpt software company,1,train
5046,web application japanese customer system,1,train
5047,help manage division transport good,0,train
5048,help user manage work allocate weight,0,train
5049,manage testplan testcase / checklist document,1,train
5050,google drive google doc google sheet,1,train
5051,manage task bug jira,1,train
5052,tool support picture snagit,1,train
5053,tool test sql oracle sql developer,1,train
5054,execute test use query sql check datum log defect,1,train
5055,internal tool,1,train
5056,help manage gas system customer,0,train
5057,help manage job contract employee,0,train
5058,support employee management systematize,0,train
5059,communication skill presentation good,1,train
5060,know organize work sense responsibility,0,train
5061,learn quickly new technology,1,train
5062,able work high pressure high responsibility,0,train
5063,type quickly,1,train
5064,listen skill improve youtube movie,1,train
5065,openminded dynamic passion creative care desire progress,0,train
5066,work creative spirit good responsibility,0,train
5067,sport read book listen music travel,0,train
5068,4th year student danang university technology basic knowledge object,1,train
5069,orient programming datum structure algorithm,1,train
5070,learn new language technology passionate consider team,1,train
